,keyword,text,target
6239,snowstorm,  habit bring back game past snowstorm tic tax toe battleship fast food matchwood,1
6240,snowstorm,  sassi citi girl countri hunk strand smoki mountain snowstorm arm booklov booboo,0
6241,snowstorm,  dirk tossen still got snowstorm hailstorm,1
6242,snowstorm,  list reason london tubestrik better snowstorm read,0
6243,snowstorm,  lordbrathwait everyon ahh hate snow low u call snowstorm growingupincolorado,1
6244,snowstorm,  cacheadv besid nasti thunderstorm snowstorm nah say,0
6245,snowstorm,  cooler treddl jackson sip milkshak snowstorm,0
6246,snowstorm,  transport panel show video pileup wheeler snowstorm wy crash crash crash make stop assum,1
6247,snowstorm,  sassi citi girl countri hunk strand smoki mountain snowstorm arm booklov booboo,1
6248,snowstorm,  pyralis ah rememb day snowstorm,1
6249,snowstorm,  pick man bar like snowstorm never know come mani inch get long stay,0
6250,snowstorm,  nonplay last smoke snowstorm benjamin franci leftish hope new album come soon,0
6251,snowstorm,  new photo oak snowstorm southdown hampshir winter photographi art tree treescap freeport,0
6252,snowstorm,  like coutur video boe takeoff snowstorm hd cockpit view audio episod,1
6253,snowstorm,  photo mothernaturenetwork thundersnow hear thunder snowstorm extrem uncommon,1
6254,snowstorm,  lakeeffect snowstorm twill denim jacket proce item design go,1
6255,snowstorm,  let refer lyric hear big boy explain cool sip milkshak snowstorm lame bar effect time,0
6256,snowstorm,  problemat aweek actual current dress snowstorm despit middl texa summer thank offic c,1
6257,snowstorm,  snowstorm plan outsid rome st mari major tonight annual occas artifici snow rememb summer snow ad spot,0
6258,storm,  final storm,0
6259,storm,  gapese warcraft inspir mode like hit hero storm let go back begin videogram,0
6260,storm,  typhoon soudelor captur incred nasa photo way taiwan,1
6261,storm,  storm came fuck cool,1
6262,storm,  mfg woke,0
6263,storm,  new bay uk star war storm trooper pop vinyl bobbl head figur pop funk,0
6264,storm,  prepar properti storm,1
6265,storm,  kesabaran membuahkan hail indan pada sat bepat life wait storm pass learn danc rain,1
6266,storm,  jenniferarri comeeee bout storm tho,1
6267,storm,  rt tonyhsieh person danc rain like walk storm anonym,0
6268,storm,  secret storm vortex lightn catcher book,0
6269,storm,  bad say kinda afraid storm storm help,1
6270,storm,  look like perfect storm free even come check outdoor happen featur eventspalmbeach,1
6271,storm,  crazi storm hit trap insid hobbi lobbi ama,1
6272,storm,  okay welcom rain gave storm could weather,0
6273,storm,  nike golf storm fit golf jacket black medium sportinggood,0
6274,storm,  everi time buy bag life think got day left live,0
6275,storm,  tropic storm guillem hawaiianpaddlesport,1
6276,storm,  new item pillow cover size pillow cover grey pillow pillow premier print lulu storm grey mypillowstudio,0
6277,storm,  storm,0
6278,storm,  nongreen storm silenc routhier en,0
6279,storm,  warcraft inspir mode like come hero storm,0
6280,storm,  storm predict center expand slight risk area includ central twoness,1
6281,storm,  vulgarian stun storm insur compani busi handl call abstort,1
6282,storm,  finni storm fuck back bautta start hurt like mf,0
6283,storm,  readi storm,1
6284,storm,  sever storm warn union counti pm top threat includ heavi rain lightn amp damag wind,1
6285,storm,  ice cream cupcak war storm content sera,0
6286,storm,  nasahurrican eastern pacif full updat satellit see format eastern pacif tropic storm hilsa th,1
6287,storm,  sky clear storm pass still rain head,0
6288,storm,  happi birthday wesley marri miss much amp hope great birthday,0
6289,storm,  nasa announc massiv solar storm head straight us,1
6290,storm,  last two weather pic storm august nd peopl pack real fast temp drop wind pick,1
6291,storm,  dove storm greatest denier electr prom pt,1
6292,storm,  today storm pass let tomorrow light greet kiss bask love warmth let soul return bliss,1
6293,stretcher,  somebodi get doctor feel pretti poor somebodi get stretcher hit floor,0
6294,stretcher,  coach keith hannomottola preston mlrydalch stretcher would nice,0
6295,stretcher,  free bay snipe rt lumbar extend back stretcher excel condit pleas favorit amp share,0
6296,stretcher,  stretcher invalid graze readi towel see programm,0
6297,stretcher,  dan hush taken stretcher daniel robinson collid ou wall hope ok call game year,0
6298,stretcher,  fern would appreci everyon em could dust engin degre amp inspect stretcher compon,0
6299,stretcher,  stretcher brought vampir cut commerci good sign ultimalucha luchaunderground,0
6300,stretcher,  restor vinyl side make look new,0
6301,stretcher,  stretcher readi invalid towel let babi,0
6302,stretcher,  organ natur horn stretcher expand ear bodi jewelri paint tribal,0
6303,stretcher,  way video stretcher offens tie,0
6304,stretcher,  new stretcher min fujiyama shunichiro technolog,0
6305,stretcher,  palolo graze stretcher invalid witter towel still lot,0
6306,stretcher,  freez fruit veggi,0
6307,stretcher,  homemad frozen yogurt pop luck make,0
6308,stretcher,  pack pack pack line fleet stretcher fire,0
6309,stretcher,  sweater stretcher,0
6310,stretcher,  stretcher min speaker deck,0
6311,stretcher,  invalid graze towel stretcher palolo witter stop,0
6312,stretcher,  known better think get anyth done hour capoeira class stretcher bearer,0
6313,stretcher,  graze invalid stretcher readi towel ben favorit,0
6314,stretcher,  put stretcher want see,0
6315,stretcher,  late stress make wan na put fuck nigra stretcher,0
6316,stretcher,  maana south african appreci effort stretcher bad stop hate,0
6317,stretcher,  keep shape shoe amazon foot adjust shape shoe mini shoe tree stretcher shaper width extend adjust,1
6318,stretcher,  stretcher min speaker deck,0
6319,stretcher,  late pressur make wan na put fuck nina stretcher,0
6320,stretcher,  stretcher bearer soldier whose job follow behind advanc bring wound back,0
6321,stretcher,  scari stuff san antonio star head coach dan hush run sidelin fell chair onto floor stretcher,1
6322,stretcher,  restor vinyl side make look new,0
6323,stretcher,  daretotaha nah think get stretcher foreskin u think,0
6324,stretcher,  stretcher witter readi towel show pictur,1
6325,stretcher,  stretcher min speaker deck,0
6326,structural%20failure,  investig say virgin galact spaceship crash caus structur failur co pilot unlock brake system earli,1
6327,structural%20failure,  space founder musk structur failur took falcon,1
6328,structural%20failure,  lisbon kidicalmassdc structur breakdown mayb patienc failur part,0
6329,structural%20failure,  virgin galact crash earli unlock brake trigger structur failur,1
6330,structural%20failure,  video virgin galact crash brake blame investig said virgin galact spaceship crash caus structur failur,1
6331,structural%20failure,  investig said virgin galact spaceship crash caus structur failur co pilot,1
6332,structural%20failure,  investig say fatal virgin galact spaceship crash last year caus structur failur,1
6333,structural%20failure,  highway build structur integr amp failur problem inspect repair via rightwaystan,0
6334,structural%20failure,  sirian mega mood swing hr schedul structur failur occur,0
6335,structural%20failure,  result failur correct structur problem west financi market collaps,1
6336,structural%20failure,  excess engin failur rate signific mainten constantli emerg structur defect phew lot say,0
6337,structural%20failure,  virgin galact crash earli unlock brake trigger structur failur irish examin,1
6338,structural%20failure,  clip top coercion structur weak ensur govern failur,0
6339,structural%20failure,  investig say fatal virgin galact spaceship crash last year caus structur failur co,1
6340,structural%20failure,  offer prevent servic cabl brace stop structur failur tree call book ct,0
6341,structural%20failure,  highway build structur integr amp failur inspect damag defect test repair via rightwaystan,1
6342,structural%20failure,  virgin galact spaceshiptwo crash due structur failur brake system unlock earli via kpc ap,1
6343,structural%20failure,  investig said virgin galact spaceship crash caus structur failur co pilot,1
6344,structural%20failure,  investig rule catastroph structur failur result,1
6345,structural%20failure,  investig said virgin galact spaceship crash caus structur failur co pilot,1
6346,structural%20failure,  investig said virgin galact spaceship crash caus structur failur co pilot unlock brake system,1
6347,structural%20failure,  sirtophamhat scenic nafeezahm jeremydun cours melt steel order caus structur failur,0
6348,structural%20failure,  cap drive act repres failur senat republican address structur shortfal plagu highway trust fund,0
6349,structural%20failure,  photo failur structur integr affect us whether barn rais upon faulti concret,0
6350,structural%20failure,  sabcnewsroom sabotag rule structur failur,0
6351,structural%20failure,  catoinstitut caus feder failur deepli structur easili solv,0
6352,structural%20failure,  slum manifest state failur provid hous citizen illeg discours confound structur problem stopevict,1
6353,structural%20failure,  investig say fatal virgin galact spaceship crash last year caus structur failur,1
6354,structural%20failure,  whvholst leashless structur problem rather failur compet tradit soc democrat parti,0
6355,structural%20failure,  jet fuel cant melt steel structur failur illog second plane crash build fake bomb,1
6356,structural%20failure,  investig rule catastroph structur failur result,1
6357,structural%20failure,  virgin galact crash earli unlock brake trigger structur failur crash virgin galact,1
6358,structural%20failure,  investig rule catastroph structur failur result virl relat articl,1
6359,structural%20failure,  virgin galact crash caus structur failur trigger brake unlock earli,1
6360,structural%20failure,  investig say fatal virgin galact spaceship crash last year caus structur failur co pilot unlock brake,1
6361,suicide%20bomb,  foxnewsinsid drama give fals time schedul iran test first bomb bomb nuclear suicid vest,0
6362,suicide%20bomb,  ever think run choic life member kid choic wear suicid bomb vest,0
6363,suicide%20bomb,  bestnaijamad yr old pk suicid bomber deton bomb bestnaijamad bestnaijamad bestnaijamad,1
6364,suicide%20bomb,  pic yr old pk suicid bomber deton bomb turkey armi trench releas,1
6365,suicide%20bomb,  pic yr old pk suicid bomber deton bomb turkey armi trench releas,1
6366,suicide%20bomb,  bestnaijamad yr old pk suicid bomber deton bomb bestnaijamad bestnaijamad bestnaijamad,1
6367,suicide%20bomb,  alfapedia might come burst bomb make suicid bomber,1
6368,suicide%20bomb,  pic yr old pk suicid bomber deton bomb turkey armi trench releas,1
6369,suicide%20bomb,  pic yr old pk suicid bomber deton bomb turkey armi trench releas,1
6370,suicide%20bomb,  pic yr old pk suicid bomber deton bomb turkey armi trench releas,1
6371,suicide%20bomb,  look previou battl citizen commit suicid american control bomb way nonnew,1
6372,suicide%20bomb,  suicid bomb,0
6373,suicide%20bomb,  bestnaijamad yr old pk suicid bomber deton bomb bestnaijamad bestnaijamad bestnaijamad,1
6374,suicide%20bomb,  pic yr old pk suicid bomber deton bomb turkey armi trench releas,1
6375,suicide%20bomb,  see yr old pk suicid bomber deton bomb turkey armi trench via,1
6376,suicide%20bomb,  pic yr old pk suicid bomber deton bomb turkey armi trench releas,1
6377,suicide%20bomb,  bestnaijamad yr old pk suicid bomber deton bomb bestnaijamad bestnaijamad bestnaijamad,1
6378,suicide%20bomb,  bestnaijamad yr old pk suicid bomber deton bomb bestnaijamad bestnaijamad bestnaijamad,1
6379,suicide%20bomb,  pic yr old pk suicid bomber deton bomb turkey armi trench releas,1
6380,suicide%20bomb,  recap pic yr old pk suicid bomber deton bomb turkey armi trench releas,1
6381,suicide%20bomb,  soldier kill isi suicid bomb air base east home syria news zaman isi home,1
6382,suicide%20bomb,  yr old pk suicid bomber deton bomb turkey armi trench releas,1
6383,suicide%20bomb,  yr old pk suicid bomber deton bomb turkey armi trench releas,1
6384,suicide%20bomb,  yr old pk suicid bomber deton bomb turkey armi trench releas,1
6385,suicide%20bomb,  pic yr old pk suicid bomber deton bomb turkey armi trench releas,1
6386,suicide%20bomb,  wo pic yr old pk suicid bomber deton bomb turkey armi trench releas,1
6387,suicide%20bomb,  pic yr old pk suicid bomber deton bomb turkey armi trench releas,1
6388,suicide%20bomb,  iraq hasht shabbi theft isi suicid car bomb isi,1
6389,suicide%20bomb,  pic yr old pk suicid bomber deton bomb turkey armi trench releas,1
6390,suicide%20bomb,  yr old pk suicid bomber deton bomb turkey armi trench releas,1
6391,suicide%20bomb,  updat pic yr old pk suicid bomber deton bomb turkey armi trench releas gt,1
6392,suicide%20bomb,  bestnaijamad yr old pk suicid bomber deton bomb bestnaijamad bestnaijamad bestnaijamad,1
6393,suicide%20bomb,  th day sinc jug nigeria suicid bomb attack kill peopl blame boko haram l time ap,1
6394,suicide%20bomb,  yr old boy pic pk suicid bomber deton bomb turkey armi trench,1
6395,suicide%20bomb,  new post pic yr old pk suicid bomber deton bomb turkey armi trench releas,1
6396,suicide%20bomber,  suicid bomber kill saudi secur site mosqu mercat,1
6397,suicide%20bomber,  suicid bomber kill saudi mosqu saudi tripoli libya,1
6398,suicide%20bomber,  six peopl kill thursday caliban suicid bomber deton explos rig truck outsid polic compound eastern,1
6399,suicide%20bomber,  isi claim respons saudi mosqu suicid bomb,1
6400,suicide%20bomber,  suicid bomber kill saudi secur site mosqu,1
6401,suicide%20bomber,  isi claim respons saudi suicid bomb,1
6402,suicide%20bomber,  islam state claim suicid bomb saudi arabian mosqu ten member emerg servic via josephjett,1
6403,suicide%20bomber,  saudiarabia confirm dead suicid bomber attack saudi arabian mosqu,1
6404,suicide%20bomber,  suicid bomber kill saudi secur site mosqu router canada router canadasuicid bomber kill,1
6405,suicide%20bomber,  suicid bomber kill saudi secur site mosqu via router,1
6406,suicide%20bomber,  news islam state claim suicid bomb saudi arabian mosqu,1
6407,suicide%20bomber,  kill arabia mosqu suicid bomb suicid bomber attack mosqu asher south western saudi,1
6408,suicide%20bomber,  mosqu bomb strike saudi special forc least peopl dead suicid bomber struck mosqu news,1
6409,suicide%20bomber,  suicid bomber hit saudi mosqu,1
6410,suicide%20bomber,  suicid bomber deton saudi arabia mosqu reportedli kill,1
6411,suicide%20bomber,  suicid bomber kill saudi secur site mosqu suicid bomber kill least peopl attack,1
6412,suicide%20bomber,  suicid bomber kill saudi secur site mosqu router,1
6413,suicide%20bomber,  suicid bomber kill saudi secur site mosqu router,1
6414,suicide%20bomber,  abu barca suicid bomber target saudi mosqu least dead suicid bomber target saudi mosqu least dead ridicul,1
6415,suicide%20bomber,  suicid bomber kill saudi secur site mosqu router,1
6416,suicide%20bomber,  dear suicid bomber kill saudi secur site mosqu router,1
6417,suicide%20bomber,  suicid bomber kill dozen saudi mosqu saudi arabia start experienc terrorist,1
6418,suicide%20bomber,  suicid bomber kill saudi mosqu,1
6419,suicide%20bomber,  suicid bomber kill saudi secur site mosqu mercat,1
6420,suicide%20bomber,  claim suicid bomb saudi polic islam state group suicid bomber thursday deton,1
6421,suicide%20bomber,  bbclaurak one talk risk suicid bomber hide amongst migrant stow aboard eurotunnel train,1
6422,suicide%20bomber,  like coutur video noah ta suicid sticki bomber ta onlin funni moment,0
6423,suicide%20bomber,  claim suicid bomb saudi polic riyadh afp islam state group suicid bomber thurst,1
6424,suicide%20bomber,  suicid bomber kill dozen saudi mosqu saudi arabia start experienc terrorist,1
6425,suicide%20bomber,  suicid bomber kill saudi secur site mosqu world news,1
6426,suicide%20bomber,  suicid bomber kill saudi secur site mosqu router,1
6427,suicide%20bombing,  taught school piraci slaveri suicid bomb pure histor one expect occur,1
6428,suicide%20bombing,  suicid bomb sure kill peopl turkey launch airstrik isl kurdistan worker parti camp iraq,1
6429,suicide%20bombing,  daisycutt grogparti toni burk lesson suicid bomb imam,1
6430,suicide%20bombing,  sonofbobbob shimmyfab tricki usual agre whole chop head throw gay rooftop amp suicid bomb start,1
6431,suicide%20bombing,  suicid bomb da eh rightli despic suicid bomb oxalan marxism share valu,1
6432,suicide%20bombing,  lt dead kuwait mosqu suicid bomb claim isi offshoot,1
6433,suicide%20bombing,  suicid bomb fear die alon,1
6434,suicide%20bombing,  suicid bomb locat name premonit,1
6435,suicide%20bombing,  jewhaditm almost amaz think someon thought suicid bomb would actual good idea,1
6436,suicide%20bombing,  secur personnel kill iraq suicid bomb,1
6437,suicide%20bombing,  turkish troop kill kurdish milit suicid attack,1
6438,suicide%20bombing,  rememb rebecca rosa philippin murder gama terrorist suicid bomb eg bu,1
6439,suicide%20bombing,  zincograph least turkish secur offici kill pk isi terror attack sinc struck suicid bomb,1
6440,suicide%20bombing,  malik sparth best polic offic produc die suicid bomb jan brother polic,1
6441,suicide%20bombing,  bout go suicid bomb,1
6442,suicide%20bombing,  lt suicid bomb european union car kill least three kabul,1
6443,suicide%20bombing,  rayquazaerk christian terrorist sure suicid bomb employ often islam group,1
6444,suicide%20bombing,  turkish troop kill kurdish milit suicid attack,1
6445,suicide%20bombing,  turkish troop kill kurdish milit suicid attack,1
6446,suicide%20bombing,  alleg driver kuwait attack join dash day june suicid bomb confess court,1
6447,suicide%20bombing,  haji hunter middleeastey mayb buzzi spontan combust like allah suicid bomb payback,1
6448,suicide%20bombing,  number secur offici kill pk terror attack sinc struck suicid bomb reach,1
6449,suicide%20bombing,  suicid bomb locat name premonit,1
6450,suicide%20bombing,  rogan bloodi gambit juli suicid bomb turkey took live socialist sure shareahol,1
6451,suicide%20bombing,  kurd suicid attack kill turkish soldier,1
6452,suicide%20bombing,  nbcpolit russia back fire look happen bomb marin barrack suicid bomber attack world site,1
6453,suicide%20bombing,  meek mill join isi sinc love suicid bomb career good reason,0
6454,suicide%20bombing,  imagin school suicid bomb taught teacher would say student pleas pay,1
6455,suicide%20bombing,  turkish troop kill kurdish milit suicid attack,1
6456,suicide%20bombing,  without bomb would hard kiri know commit suicid hiroshima year ago,1
6457,suicide%20bombing,  rememb mordecai euda friedman ramal best sheesh murder gama terrorist suicid bomb eg bu,1
6458,suicide%20bombing,  rememb marlin menac moshav satsuma murder gama terrorist suicid bomb eg bu,1
6459,suicide%20bombing,  major reason suicid bomb absenc sexual interact,1
6460,sunk,  warship sunk first iranian warship point weapon u helicopt offici say,1
6461,sunk,  liter sunk got backi school exactli week,0
6462,sunk,  peep fronton jeep sunk seat tint heat beat bump,0
6463,sunk,  british diver nail anthoni fear found dead wreck steamship daili mail,1
6464,sunk,  near sand half sunk shatter visag lie,1
6465,sunk,  aquarium ornament wreck sail boat sunk ship destroy fish tank cave decor full read,1
6466,sunk,  ashi follow long sunk cost fallaci someth,0
6467,sunk,  descend sunk howev may shadow land beyond crest strike cobra land harshli upon back torch,0
6468,sunk,  capsiz thigh high tide b sunk battleship gt,0
6469,sunk,  sunk leav school month,0
6470,sunk,  still sunk never see nan month alreadi,0
6471,sunk,  japan fuss class battleship yashiro naval cover photo cachet sunk wiwi,1
6472,sunk,  blaaaaaaa said sunk face stomach make vibrat resolutevan,0
6473,sunk,  quit sunk saw johnni marri primal scream space hour sunday,0
6474,sunk,  ecodem open regular master pack rt sunk mil credit light side pull one sure odd,0
6475,sunk,  yup still sunk,0
6476,sunk,  saintrobinho someon bottom everi leagu tonight clearli demonstr lion sunk,1
6477,sunk,  still sunk actual met idol,0
6478,sunk,  untameddirewolf wow alright sansa shook head blink rapidli new inform sunk realli know,0
6479,sunk,  benaffleck respect like talent guess still human sunk low mr affect,0
6480,sunk,  upon time fact decid go univers hour away actual sunk,0
6481,sunk,  arrestpastornganga worri see polic offic kenya sunk low point collabor pick pocket,0
6482,sunk,  time sew know still quit sunk,0
6483,sunk,  feel loneli sunk strang depress feel,0
6484,sunk,  may week away school think idea senior realli sunk yet,0
6485,sunk,  im get car wow sunk,0
6486,sunk,  footbal back weekend sunk,0
6487,sunk,  one direct take break next album heart sunk hurt upset deserv break heart hurt,0
6488,sunk,  aquarium ornament wreck sail boat sunk ship destroy fish tank cave decor full read,1
6489,sunk,  court reput prestig sunk ever lower prosser serv court sinc,0
6490,sunk,  lt lt lip sunk bed arm cross behind head watch captain number bodi resoluteshield,0
6491,sunk,  shekhargupta mihirssharma high time tv channel realis level sunk trp ad becom mockeri,0
6492,sunk,  bonhomm sunk sub,0
6493,sunk,  like never left sunk background,0
6494,sunk,  unrealtouch fuck sake john jesu heart sunk,1
6495,sunk,  silvest felt bad romero care mental stuff sunk career worri thing happen hutch bluejay,0
6496,sunk,  everyth sunk except fact actual move state colorado tomorrow dream sinc kid,0
6497,sunk,  damn realli milk center sunk yet,0
6498,sunk,  seven sea wreck giant sunk hit submerg reef,1
6499,survive,  hank william jr countri boy surviv offici music video via coutur,0
6500,survive,  parent experi may help coral offspr surviv climat chang precondit adult coral increas,0
6501,survive,  lucypalladino class togeth sure abl surviv,0
6502,survive,  final tomorrow ish stress surviv,0
6503,survive,  ahh forgot headphon suppos surviv day without music ayhhhhhdjjfjrjjrdjjek,0
6504,survive,  way surviv escap martial law world,0
6505,survive,  surviv market oil invest money trade forex gold silver busi,0
6506,survive,  much shit happen today waf ink surviv thrust,1
6507,survive,  end today staff meet teacher version surviv tortur,0
6508,survive,  surviv without dorian,0
6509,survive,  surviv tonight chang one thing,0
6510,survive,  thing affili market need surviv onlin everi affili market alway,0
6511,survive,  make fun tri surviv racist elitist countri,0
6512,survive,  learn grow becom stronger face surviv trial must pass thomassmonson lad mormon,0
6513,survive,  countri surviv,1
6514,survive,  surviv gloria gainor octavina devi,1
6515,survive,  escap captor st step must surviv deadli storm amp wild look reclus betray book,1
6516,survive,  dream saw way surviv full joy,0
6517,survive,  stylishli uniqu hous might help surviv zombi apocalyps,0
6518,survive,  go three year separ sometim let man know leav amp u surviv without,0
6519,survive,  realiz honestli surviv without glass low,0
6520,survive,  help surviv zombi apocalyps zombi fun run novemb th teamsurvivor zombiefunrun,0
6521,survive,  mochichiiiii hikagezero imposs like surviv day without meat,0
6522,survive,  surviv,0
6523,survive,  fight fate surviv alon help notic almost seem like definit,0
6524,survive,  ddnewsliv nitishkumar arvindkejriw surviv without refer narendramodi without mr modi big zero,0
6525,survive,  adriennetomah peopl surviv like,0
6526,survive,  like affect everi level life expect buy everyth still surviv limit pocket money,0
6527,survive,  autoinsur industri clueless driverless car healthinsur,1
6528,survive,  surviv see tomorrow,0
6529,survive,  autoinsur industri clueless driverlesscar market money time,0
6530,survive,  suicid superpow america surviv patrick j buchanan,0
6531,survived,  surviv anoth tube strike last person offic reach home get better navig strike,0
6532,survived,  updat surviv cano may fastest feed histori though,1
6533,survived,  thedailyshow mahala nut loa make gener could surviv w bush year without jonvoyag holmia,0
6534,survived,  thoutaylorbrown feel like accid drawn happi surviv hope okay,0
6535,survived,  even kid haha super late folk use bash shit understand surviv cancer still cheat,0
6536,survived,  taaylordarr thank surviv,0
6537,survived,  meet man surviv hiroshima nagasaki,1
6538,survived,  electr cant stop subfield nigra surviv hotbox son,0
6539,survived,  miracl mankind surviv year sinc one worst day histori bet surviv next,1
6540,survived,  thesmallclark kill instead surviv shot exactli know fled scene pull trigger,1
6541,survived,  even berlin wall surviv doubt ever gener like chubychux,0
6542,survived,  rjkrraj karnakarank vimvith whether pressur non wud surviv even thalapathi releas,1
6543,survived,  one charact final destin seri ever surviv,0
6544,survived,  michael so fuck live im surpris ive surviv long,0
6545,survived,  burst actual tear joy cain surviv summercat emmerdal,0
6546,survived,  nigerian boxer surviv session klitschko becom famou coutur,0
6547,survived,  lone day mine day glad surviv,0
6548,survived,  would surviv without mute option whatsapp,0
6549,survived,  twin surviv first day high school gon na great year makinmemori,0
6550,survived,  well dad surviv drive,0
6551,survived,  grace god surviv shift im tire,0
6552,survived,  plant year ago move u bonsai surviv hiroshima stori nearli lost via nate,1
6553,survived,  one man suomi yamaguchi said surviv atom bomb blast hiroshima nagasaki old,1
6554,survived,  surviv step program sex addict,0
6555,survived,  today life could chang forev chronicil avoid surviv join mylifestori gt gt gt,0
6556,survived,  cute amp live life zoom one face meme readi seen gate hell surviv,0
6557,survived,  well said sir cousin pow brutal treat surviv never talk bomb justifi,1
6558,survived,  pixeljanosz angelheartnight rememb british man surviv also rememb name though,0
6559,survived,  rt rt thearchi leo mm lion surviv plane crash tut,1
6560,survived,  duchovbutt struck sulli madman davidduchovni yeah surviv season movi let hope good hope,0
6561,survived,  peopl plot still wonder surviv,0
6562,survived,  surviv spanish sweet ritual,0
6563,survived,  bbcwomanshour netsuk throw surviv hiroshima bomb stori,1
6564,survivors,  cafe run acid attack survivor india,1
6565,survivors,  die debt costli survivor,0
6566,survivors,  hiroshima survivor fight nuclear industri brazil video,1
6567,survivors,  tricycl toddler atom bomb fraction second decis chang landscap human,1
6568,survivors,  patient report outcom long term survivor metastat colorect cancer british journal surgeri,1
6569,survivors,  dear potu name human apolog hiroshima survivor r u readi japan nuclearweapon,1
6570,survivors,  coppednew haunt memori drawn survivor,1
6571,survivors,  rt kotow south sudan war women survivor say rape becom normal thing,1
6572,survivors,  haunt memori drawn survivor,1
6573,survivors,  hiroshima survivor fight nuclear industri brazil video,1
6574,survivors,  survivor remors good,0
6575,survivors,  worldview fear miss migrant med bc news home rescuer search survivor boat carr,1
6576,survivors,  mithitenni crackedgem want better mean death await us hero survivor,0
6577,survivors,  care sibl abus survivor join new famili tree,0
6578,survivors,  break news haunt memori drawn survivor,1
6579,survivors,  molecularli target cancer therapi lungcanc gave rocki life back,0
6580,survivors,  violat new improv geddit shot sun survivor hurl black hole nuke,0
6581,survivors,  anniversari near atom bomb survivor speak nuclear power,1
6582,survivors,  hiroshima survivor fight nuclear industri brazil video,1
6583,survivors,  second part focus survivor realli difficult watch time realli power,1
6584,survivors,  arovolturi surviv magic search wood survivor outsid london,1
6585,survivors,  fedora feel pain survivor look back period absurd human histori satir indistinguish realiti,1
6586,survivors,  faceless bodi belong sister hiroshima nagasaki nuke survivor recal horror year rt news,1
6587,survivors,  survivor shanghai ghetto reunit year shanghai china,0
6588,survivors,  peopl netflix realli good documentari hiroshima narrat john hurt parter interview pilot survivor,0
6589,survivors,  lawfulsurvivor dog hole apart store sever survivor glenn moral andrew jacu merl,1
6590,survivors,  stem cub talk team roster cancer survivor frizz amp jester cub fan help anoth,1
6591,survivors,  haunt memori drawn survivor,1
6592,survivors,  shaley lu richardson fight water last survivor review,0
6593,survivors,  remembr hiroshima,1
6594,terrorism,  truth news bc islam truth god isi terror quran lie,0
6595,terrorism,  news uk islam cleric anger choultri charg terror act,1
6596,terrorism,  robpulsenew huyovoetripoly phillip charg assist terror lnr terrorist organ,1
6597,terrorism,  truth news bc islam truth god isi terror quran lie,1
6598,terrorism,  preacher face uk terror charg,1
6599,terrorism,  woman sneak airplan cockpit terror suspect,1
6600,terrorism,  senat follow hous legal action terror damag winston,1
6601,terrorism,  polit democraci hatr hate dawabsha threaten erod isra democraci homegrown terror ha,1
6602,terrorism,  truth news bc islam truth god isi terror quran lie,0
6603,terrorism,  omega men writer explor terror religion epic kyle rayn stori via newsarama,0
6604,terrorism,  cross border terror pakistan caught red hand,1
6605,terrorism,  cod arrest three vital crimin orang karachi counter terror depart cod sinh polic,1
6606,terrorism,  still domest terror,1
6607,terrorism,  retub inform egypt cypru greec agre fight terror,1
6608,terrorism,  appli muslim terror catholic homophobia,0
6609,terrorism,  perspect terror understand jihad proto state,1
6610,terrorism,  de refus call chattanooga islam terror respect muslim via po st,1
6611,terrorism,  pakistan suprem court rule allow militari trial suspect terror case,1
6612,terrorism,  domest terror if and but creat gop,0
6613,terrorism,  good piec isra incit jewish terror binari,1
6614,terrorism,  islam save person equal reward save human islam opposit terror,0
6615,terrorism,  omega men writer explor terror religion epic kyle rayn stori newsarama,0
6616,terrorism,  islam save person equal reward save human islam opposit terror,1
6617,terrorism,  adamniblo arrest report affili terror,1
6618,terrorism,  truth news bc islam truth god isi terror quran lie,1
6619,terrorism,  realli condemn entir group base action heart warm uniti terror,1
6620,terrorism,  truth news bc islam truth god isi terror quran lie,1
6621,terrorism,  kurtschlicht alreadi done negoti state terror world hurri tri get deal,1
6622,terrorism,  articl saudi press reject russian initi region allianc assai regim fight terror,0
6623,terrorism,  truth news bc islam truth god isi terror quran lie,0
6624,terrorism,  pakistan suprem court endors militari court terror case,1
6625,terrorism,  onlin homeland secur apprais pakistan anti terror act,0
6626,terrorism,  truth news bc islam truth god isi terror quran lie,1
6627,terrorism,  cross border terror pakistan caught red hand time india,1
6628,terrorist,  captur terrorist save regist citizen pakistan,1
6629,terrorist,  natur lubric metrofmtalk,0
6630,terrorist,  offici terrorist,0
6631,terrorist,  sign petit seek merci death punish convict terrorist job well done india ask foreign govt n,1
6632,terrorist,  media pakistan cover captur terrorist moham save,1
6633,terrorist,  updat pulwar encount began earlier today nd terrorist kill secur forc secur forc,1
6634,terrorist,  media pakistan cover captur terrorist moham save,0
6635,terrorist,  fresh encount pulwar j amp amp k one terrorist kill other hole insid hous,1
6636,terrorist,  terrorist tri get car shot,1
6637,terrorist,  pull fight hoe call zani terrorist,1
6638,terrorist,  unhamp terror attack via take probe pakistani terrorist quizz pay deni link elect acerin,1
6639,terrorist,  narendramodi bjpsamvad hiroshima beauti ash old could terrorist pakistan,1
6640,terrorist,  seek help barra metrofmtalk,0
6641,terrorist,  rahulkanw jammi soft target terrorist,1
6642,terrorist,  anyon miss licens plate two stolen one found terrorist car,1
6643,terrorist,  pakistan disown nasab disown save state denial save terrorist captur aliv,1
